,pub_date,abstract,lead_paragraph,snippet,headline.main,text,Polarity,Sentiment,NLP_fin-sentiment-text,finbert-sentiment-score,finbert-bin
33,2022-07-27 09:00:26+00:00,"These controls, which are buried inside products from Apple, Google, Meta and others, make us share more data than we need to.",There’s a catchy saying going around with a valuable lesson about our personal technology: The devil is in the defaults.,"These controls, which are buried inside products from Apple, Google, Meta and others, make us share more data than we need to.",The Default Tech Settings You Should Turn Off Right Away,"These controls, which are buried inside products from Apple, Google, Meta and others, make us share more data than we need to. There’s a catchy saying going around with a valuable lesson about our personal technology: The devil is in the defaults. These controls, which are buried inside products from Apple, Google, Meta and others, make us share more data than we need to. The Default Tech Settings You Should Turn Off Right Away ",0.5647796928757631,0.3002533820939144,-0.9995749592781068,0.0,0
34,2022-07-26 20:36:40+00:00,The earnings by Google’s parent company were below analysts’ expectations of $17.5 billion in net profit on $69.9 billion in revenue.,"Google’s search engine business is demonstrating resilience in the face of a slowing economy and rising inflation, but its other businesses have not been able to escape a downturn in online advertising.",The earnings by Google’s parent company were below analysts’ expectations of $17.5 billion in net profit on $69.9 billion in revenue.,Alphabet’s profit dropped 14 percent in the second quarter.,"The earnings by Google’s parent company were below analysts’ expectations of $17.5 billion in net profit on $69.9 billion in revenue. Google’s search engine business is demonstrating resilience in the face of a slowing economy and rising inflation, but its other businesses have not been able to escape a downturn in online advertising. The earnings by Google’s parent company were below analysts’ expectations of $17.5 billion in net profit on $69.9 billion in revenue. Alphabet’s profit dropped 14 percent in the second quarter. ",-0.3852308964231938,0.0458096215971557,-0.9986732006072998,-0.975458562374115,-2
35,2022-07-23 19:05:55+00:00,"The engineer, Blake Lemoine, contends that the company’s language model has a soul. The company denies that and says he violated its security policies.","SAN FRANCISCO — Google fired one of its engineers, Blake Lemoine, on Friday, more than a month after he raised ethical concerns about how the company was testing an artificial intelligence chatbot that he believes has achieved consciousness.","The engineer, Blake Lemoine, contends that the company’s language model has a soul. The company denies that and says he violated its security policies.",Google Fires Engineer Who Claims Its A.I. Is Conscious,"The engineer, Blake Lemoine, contends that the company’s language model has a soul. The company denies that and says he violated its security policies. SAN FRANCISCO — Google fired one of its engineers, Blake Lemoine, on Friday, more than a month after he raised ethical concerns about how the company was testing an artificial intelligence chatbot that he believes has achieved consciousness. The engineer, Blake Lemoine, contends that the company’s language model has a soul. The company denies that and says he violated its security policies. Google Fires Engineer Who Claims Its A.I. Is Conscious ",-0.34448633802721,0.7051316240765497,-0.9441540837287904,-0.8836907744407654,-1
36,2022-07-24 09:00:13+00:00,Competing for rights to broadcast games from the N.F.L. and other leagues could be hard for broadcast and cable companies that “aren’t playing by the same financial rules.”,"LOS ANGELES — More than a decade after Apple disrupted the music industry and Amazon upended retail, the tech heavyweights have set their sights on a new arena ripe for change: live sports.",Competing for rights to broadcast games from the N.F.L. and other leagues could be hard for broadcast and cable companies that “aren’t playing by the same financial rules.”,Why Big Tech Is Making a Big Play for Live Sports,"Competing for rights to broadcast games from the N.F.L. and other leagues could be hard for broadcast and cable companies that “aren’t playing by the same financial rules.” LOS ANGELES — More than a decade after Apple disrupted the music industry and Amazon upended retail, the tech heavyweights have set their sights on a new arena ripe for change: live sports. Competing for rights to broadcast games from the N.F.L. and other leagues could be hard for broadcast and cable companies that “aren’t playing by the same financial rules.” Why Big Tech Is Making a Big Play for Live Sports ",-0.3796838251543115,0.9484750857780794,-0.9831244945526124,0.0,0
37,2022-07-19 00:30:05+00:00,"A Russian court fined Google about $360 million (21.1 billion rubles) on Monday for failing to remove content the country deems illegal, including coverage of the war in Ukraine.","A Russian court fined Google about $360 million (21.1 billion rubles) on Monday for failing to remove content the country deems illegal, including coverage of the war in Ukraine.",,Russia fines Google for failing to remove news it calls ‘fake.’,"A Russian court fined Google about $360 million (21.1 billion rubles) on Monday for failing to remove content the country deems illegal, including coverage of the war in Ukraine. A Russian court fined Google about $360 million (21.1 billion rubles) on Monday for failing to remove content the country deems illegal, including coverage of the war in Ukraine.  Russia fines Google for failing to remove news it calls ‘fake.’ ",-0.7115905919326837,0.265436117611409,-0.7416336536407471,-0.9478039741516113,-2
38,2022-07-14 17:37:30+00:00,Our readers tell us about the surprising ways in which tech has helped them discover new worlds.,"Last week, our On Tech editor, Hanna Ingber, shared a story of her kiddo stumbling upon a design app that unlocked his amazing taste for interiors. We asked for your own tales of surprising ways in which technology helped you unleash creativity or discover new joys.",Our readers tell us about the surprising ways in which tech has helped them discover new worlds.,The Tech Magic That Unleashed Your Best,"Our readers tell us about the surprising ways in which tech has helped them discover new worlds. Last week, our On Tech editor, Hanna Ingber, shared a story of her kiddo stumbling upon a design app that unlocked his amazing taste for interiors. We asked for your own tales of surprising ways in which technology helped you unleash creativity or discover new joys. Our readers tell us about the surprising ways in which tech has helped them discover new worlds. The Tech Magic That Unleashed Your Best ",-0.4290753087565528,0.6219180944572056,-0.998706579208374,0.0,0
39,2022-07-11 20:55:23+00:00,"Emails sent to dozens of restaurants, including those with Michelin stars, threaten a barrage of one-star reviews unless owners pay.","In a new scam targeting restaurants, criminals are leaving negative ratings on restaurants’ Google pages as a bargaining chip to extort digital gift cards.","Emails sent to dozens of restaurants, including those with Michelin stars, threaten a barrage of one-star reviews unless owners pay.",Restaurants Face an Extortion Threat: A Bad Rating on Google,"Emails sent to dozens of restaurants, including those with Michelin stars, threaten a barrage of one-star reviews unless owners pay. In a new scam targeting restaurants, criminals are leaving negative ratings on restaurants’ Google pages as a bargaining chip to extort digital gift cards. Emails sent to dozens of restaurants, including those with Michelin stars, threaten a barrage of one-star reviews unless owners pay. Restaurants Face an Extortion Threat: A Bad Rating on Google ",-0.0160371571672601,0.5810427402547893,-0.988191783428192,-0.929360032081604,-2
40,2022-07-01 22:03:53+00:00,"Under pressure from employees and supporters of reproductive rights, the company announced privacy changes for the post-Roe era.","SAN FRANCISCO — Google said on Friday that it would delete abortion clinic visits from the location history of its users, in the company’s first effort to address how it will handle sensitive data in the wake of the Supreme Court overturning Roe v. Wade.","Under pressure from employees and supporters of reproductive rights, the company announced privacy changes for the post-Roe era.",Google Says It Will Delete Location Data When Users Visit Abortion Clinics,"Under pressure from employees and supporters of reproductive rights, the company announced privacy changes for the post-Roe era. SAN FRANCISCO — Google said on Friday that it would delete abortion clinic visits from the location history of its users, in the company’s first effort to address how it will handle sensitive data in the wake of the Supreme Court overturning Roe v. Wade. Under pressure from employees and supporters of reproductive rights, the company announced privacy changes for the post-Roe era. Google Says It Will Delete Location Data When Users Visit Abortion Clinics ",0.4680395580094614,0.2168763529159691,-0.9944843649864196,0.0,0
41,2022-06-30 20:01:05+00:00,"Tech moguls may be more powerful — and unholy — than ever, but consumers don’t have to be complacent.","For my first column in The New York Times, nearly four years ago, I wrote about a topic I thought everyone desperately needed to hear at the time, using one of the world’s most important media platforms, pretty much because I knew it would make a lot more people pay attention.","Tech moguls may be more powerful — and unholy — than ever, but consumers don’t have to be complacent.",Resisting the Worst of the Web Is Not Futile,"Tech moguls may be more powerful — and unholy — than ever, but consumers don’t have to be complacent. For my first column in The New York Times, nearly four years ago, I wrote about a topic I thought everyone desperately needed to hear at the time, using one of the world’s most important media platforms, pretty much because I knew it would make a lot more people pay attention. Tech moguls may be more powerful — and unholy — than ever, but consumers don’t have to be complacent. Resisting the Worst of the Web Is Not Futile ",-0.5700851201372781,0.8178887704933484,-0.9977819323539734,0.0,0
42,2022-06-20 09:00:22+00:00,Google is charging some small businesses for email and other apps after more than a decade of free use. Business owners say Google is being callous.,"When Google told some small businesses in January that they would no longer be able to use a customized email service and other workplace apps for free, it felt like a broken promise for Richard J. Dalton Jr., a longtime user who operates a scholastic test-prep company in Vancouver, British Columbia.",Google is charging some small businesses for email and other apps after more than a decade of free use. Business owners say Google is being callous.,Google Says It’s Time for Longtime Small-Business Users to Pay Up,"Google is charging some small businesses for email and other apps after more than a decade of free use. Business owners say Google is being callous. When Google told some small businesses in January that they would no longer be able to use a customized email service and other workplace apps for free, it felt like a broken promise for Richard J. Dalton Jr., a longtime user who operates a scholastic test-prep company in Vancouver, British Columbia. Google is charging some small businesses for email and other apps after more than a decade of free use. Business owners say Google is being callous. Google Says It’s Time for Longtime Small-Business Users to Pay Up ",0.1150150411796806,0.9570685027702692,-0.9965866804122924,-0.8165339827537537,-1
43,2022-06-19 10:00:09+00:00,"Possible U.F.O. sightings, A.I. breakthroughs and the Jan. 6 hearings all help us understand how hard it to grasp what is happening right in front of us. ","In a recent essay called “How to Future,” Kevin Kelly, one of the founding editors of Wired, writes that “most futurists are really predicting the present. It turns out that the present is very hard to see.” What will upend tomorrow often looks like an aberration, niche, triviality or impossibility today. He goes on to offer advice I’ve been mulling: “I sometimes think of ‘seeing the present’ as trying on alien eyes: looking at the world as if I were an alien from another planet.”","Possible U.F.O. sightings, A.I. breakthroughs and the Jan. 6 hearings all help us understand how hard it to grasp what is happening right in front of us. ",This Is a Weirder Moment Than You Think,"Possible U.F.O. sightings, A.I. breakthroughs and the Jan. 6 hearings all help us understand how hard it to grasp what is happening right in front of us.  In a recent essay called “How to Future,” Kevin Kelly, one of the founding editors of Wired, writes that “most futurists are really predicting the present. It turns out that the present is very hard to see.” What will upend tomorrow often looks like an aberration, niche, triviality or impossibility today. He goes on to offer advice I’ve been mulling: “I sometimes think of ‘seeing the present’ as trying on alien eyes: looking at the world as if I were an alien from another planet.” Possible U.F.O. sightings, A.I. breakthroughs and the Jan. 6 hearings all help us understand how hard it to grasp what is happening right in front of us.  This Is a Weirder Moment Than You Think ",0.4440442616591187,0.6812448719435784,-0.9995250701904296,0.0,0
44,2022-06-16 09:00:33+00:00,A video producer claims he was fired after he complained that an obscure group based in the Sierra foothills dominated a business unit at Google.,"OREGON HOUSE, Calif. — In a tiny town in the foothills of the Sierra Nevada, a religious organization called the Fellowship of Friends has established an elaborate, 1,200-acre compound full of art and ornate architecture.",A video producer claims he was fired after he complained that an obscure group based in the Sierra foothills dominated a business unit at Google.,How a Religious Sect Landed Google in a Lawsuit,"A video producer claims he was fired after he complained that an obscure group based in the Sierra foothills dominated a business unit at Google. OREGON HOUSE, Calif. — In a tiny town in the foothills of the Sierra Nevada, a religious organization called the Fellowship of Friends has established an elaborate, 1,200-acre compound full of art and ornate architecture. A video producer claims he was fired after he complained that an obscure group based in the Sierra foothills dominated a business unit at Google. How a Religious Sect Landed Google in a Lawsuit ",0.7762608175453767,0.8656603214831695,-0.9316217303276062,-0.8392441868782043,-1
45,2022-06-15 16:04:29+00:00,More government intervention will slow tech down. Is that good or bad?,It’s clear more than ever that governments will no longer leave technology alone.,More government intervention will slow tech down. Is that good or bad?,The Hands-Off Tech Era Is Over,More government intervention will slow tech down. Is that good or bad? It’s clear more than ever that governments will no longer leave technology alone. More government intervention will slow tech down. Is that good or bad? The Hands-Off Tech Era Is Over ,-0.8779562141928265,0.4945252721987295,-0.9623003602027892,0.0,0
46,2022-06-13 02:13:37+00:00,The tech giant admitted no wrongdoing as it resolved four women’s claims of widespread pay biases. The company will also allow an outside monitor to review its practices.,"Google has settled a class-action lawsuit that accused it of systematically underpaying women, promising to provide $118 million in monetary relief and invite outsiders to review its pay practices.",The tech giant admitted no wrongdoing as it resolved four women’s claims of widespread pay biases. The company will also allow an outside monitor to review its practices.,Google Agrees to Pay $118 Million to Settle Pay Discrimination Case,"The tech giant admitted no wrongdoing as it resolved four women’s claims of widespread pay biases. The company will also allow an outside monitor to review its practices. Google has settled a class-action lawsuit that accused it of systematically underpaying women, promising to provide $118 million in monetary relief and invite outsiders to review its pay practices. The tech giant admitted no wrongdoing as it resolved four women’s claims of widespread pay biases. The company will also allow an outside monitor to review its practices. Google Agrees to Pay $118 Million to Settle Pay Discrimination Case ",-0.0592741547920225,0.3166554978492437,0.9982354640960692,0.0,0
47,2022-06-12 19:13:33+00:00,"Blake Lemoine, the engineer, says that Google’s language model has a soul. The company disagrees.","SAN FRANCISCO — Google placed an engineer on paid leave recently after dismissing his claim that its artificial intelligence is sentient, surfacing yet another fracas about the company’s most advanced technology.","Blake Lemoine, the engineer, says that Google’s language model has a soul. The company disagrees.",Google Sidelines Engineer Who Claims Its A.I. Is Sentient,"Blake Lemoine, the engineer, says that Google’s language model has a soul. The company disagrees. SAN FRANCISCO — Google placed an engineer on paid leave recently after dismissing his claim that its artificial intelligence is sentient, surfacing yet another fracas about the company’s most advanced technology. Blake Lemoine, the engineer, says that Google’s language model has a soul. The company disagrees. Google Sidelines Engineer Who Claims Its A.I. Is Sentient ",0.8383094924452132,0.1703988208550988,-0.9752004742622375,-0.9268410801887512,-2
48,2022-06-13 12:58:57+00:00,It’s the former U.S. Attorney for the Southern District of New York’s first legal role since he was fired by Donald Trump in 2017.,"Preet Bharara, the former federal prosecutor, high-profile Donald Trump critic and host of a popular podcast, is joining WilmerHale, the law firm that has become home to a number of former government officials, report The Times’s Benjamin Weiser and Ben Protess in an exclusive for DealBook.",It’s the former U.S. Attorney for the Southern District of New York’s first legal role since he was fired by Donald Trump in 2017.,Preet Bharara’s New Gig,"It’s the former U.S. Attorney for the Southern District of New York’s first legal role since he was fired by Donald Trump in 2017. Preet Bharara, the former federal prosecutor, high-profile Donald Trump critic and host of a popular podcast, is joining WilmerHale, the law firm that has become home to a number of former government officials, report The Times’s Benjamin Weiser and Ben Protess in an exclusive for DealBook. It’s the former U.S. Attorney for the Southern District of New York’s first legal role since he was fired by Donald Trump in 2017. Preet Bharara’s New Gig ",-0.9524774332575636,0.9710157472366274,-0.9998425245285034,0.0,0
49,2022-06-09 13:02:24+00:00,Eric Schmidt and Peter Thiel want taxpayers to help fund a revival of U.S. semiconductor manufacturing.,"Good morning. Andrew and the rest of our team will be in Washington today for the DealBook DC policy forum. We will be speaking with the nation’s top leaders in the public and private sectors about America’s most urgent policy challenges, from regulating cryptocurrency to U.S. relations with China and Russia. Follow along on our live briefing, and hear from Janet Yellen, the U.S. Treasury secretary; Howard Schultz, chief executive of Starbucks; Senator Chris Murphy, Democrat of Connecticut; and more.",Eric Schmidt and Peter Thiel want taxpayers to help fund a revival of U.S. semiconductor manufacturing.,"Billionaires, Biden and Chips","Eric Schmidt and Peter Thiel want taxpayers to help fund a revival of U.S. semiconductor manufacturing. Good morning. Andrew and the rest of our team will be in Washington today for the DealBook DC policy forum. We will be speaking with the nation’s top leaders in the public and private sectors about America’s most urgent policy challenges, from regulating cryptocurrency to U.S. relations with China and Russia. Follow along on our live briefing, and hear from Janet Yellen, the U.S. Treasury secretary; Howard Schultz, chief executive of Starbucks; Senator Chris Murphy, Democrat of Connecticut; and more. Eric Schmidt and Peter Thiel want taxpayers to help fund a revival of U.S. semiconductor manufacturing. Billionaires, Biden and Chips ",-0.7480292092513658,0.2931296884868032,-0.9997548460960388,0.0,0
50,2022-06-07 14:40:15+00:00,"Soon, iPhone owners will be able to edit text messages, and Android owners will be able to send high-resolution photos. Many of the changes are long overdue.","CUPERTINO, Calif. — Around this time every year, our smartphones become a reminder to always be ready for change.","Soon, iPhone owners will be able to edit text messages, and Android owners will be able to send high-resolution photos. Many of the changes are long overdue.",How Updates in iOS 16 and Android 13 Will Change Your Phone,"Soon, iPhone owners will be able to edit text messages, and Android owners will be able to send high-resolution photos. Many of the changes are long overdue. CUPERTINO, Calif. — Around this time every year, our smartphones become a reminder to always be ready for change. Soon, iPhone owners will be able to edit text messages, and Android owners will be able to send high-resolution photos. Many of the changes are long overdue. How Updates in iOS 16 and Android 13 Will Change Your Phone ",-0.162671188620914,0.5482736037983348,-0.9997298121452332,0.0,0
51,2022-05-31 16:37:15+00:00,"The addition of one of the most widely spoken Indigenous languages in the Americas could help public servants and health workers connect with their communities. (And by the way, “allinllachu” means hello.)","LIMA — When Irma Alvarez Ccoscco heard that the language she has spoken her entire life, Quechua, had been added to Google Translate, she hurried to her computer to try it out.","The addition of one of the most widely spoken Indigenous languages in the Americas could help public servants and health workers connect with their communities. (And by the way, “allinllachu” means hello.)",‘Allinllachu.’ Google Translate Adds Quechua to Its Platform.,"The addition of one of the most widely spoken Indigenous languages in the Americas could help public servants and health workers connect with their communities. (And by the way, “allinllachu” means hello.) LIMA — When Irma Alvarez Ccoscco heard that the language she has spoken her entire life, Quechua, had been added to Google Translate, she hurried to her computer to try it out. The addition of one of the most widely spoken Indigenous languages in the Americas could help public servants and health workers connect with their communities. (And by the way, “allinllachu” means hello.) ‘Allinllachu.’ Google Translate Adds Quechua to Its Platform. ",-0.3866140712736241,0.6515908817796489,-0.9816888570785522,0.0,0
52,2022-05-30 09:00:12+00:00,"In the absence of federal privacy legislation, the state’s law is considered among the nation’s strongest.","The facial recognition company Clearview AI agreed in a settlement this month to stop selling its massive database of photographs culled from the internet to private firms across the United States. That decision is a direct result of a lawsuit in Illinois, a demonstration that strong privacy laws in a single state can have nationwide ramifications.","In the absence of federal privacy legislation, the state’s law is considered among the nation’s strongest.",How Illinois Is Winning in the Fight Against Big Tech,"In the absence of federal privacy legislation, the state’s law is considered among the nation’s strongest. The facial recognition company Clearview AI agreed in a settlement this month to stop selling its massive database of photographs culled from the internet to private firms across the United States. That decision is a direct result of a lawsuit in Illinois, a demonstration that strong privacy laws in a single state can have nationwide ramifications. In the absence of federal privacy legislation, the state’s law is considered among the nation’s strongest. How Illinois Is Winning in the Fight Against Big Tech ",0.5617192934191204,0.9048114283531524,0.99933260679245,0.0,0
53,2022-05-23 21:38:32+00:00,"The contract workers are resisting a plan to resume in-person work, citing health concerns and commuting costs.","Google Maps contract employees who are required to return to their office in Washington State recently circulated a petition to keep working from home since some cannot afford their commutes, presenting another challenge to Google’s plan to refill offices and restore campus life.","The contract workers are resisting a plan to resume in-person work, citing health concerns and commuting costs.",Google Maps Workers Say They Can’t Afford the Trip Back to the Office,"The contract workers are resisting a plan to resume in-person work, citing health concerns and commuting costs. Google Maps contract employees who are required to return to their office in Washington State recently circulated a petition to keep working from home since some cannot afford their commutes, presenting another challenge to Google’s plan to refill offices and restore campus life. The contract workers are resisting a plan to resume in-person work, citing health concerns and commuting costs. Google Maps Workers Say They Can’t Afford the Trip Back to the Office ",0.1200315072205977,0.8649136813049308,-0.9432966709136964,-0.9564511179924011,-2
54,2022-05-23 09:00:29+00:00,"Nations are accelerating efforts to control data produced within their perimeters, disrupting the flow of what has become a kind of digital currency.","Every time we send an email, tap an Instagram ad or swipe our credit cards, we create a piece of digital data.","Nations are accelerating efforts to control data produced within their perimeters, disrupting the flow of what has become a kind of digital currency.",The Era of Borderless Data Is Ending,"Nations are accelerating efforts to control data produced within their perimeters, disrupting the flow of what has become a kind of digital currency. Every time we send an email, tap an Instagram ad or swipe our credit cards, we create a piece of digital data. Nations are accelerating efforts to control data produced within their perimeters, disrupting the flow of what has become a kind of digital currency. The Era of Borderless Data Is Ending ",0.7942035333632342,0.8271589444922307,-0.9878391027450562,-0.5466374158859253,-1
55,2022-05-23 07:00:10+00:00,"They moved from Russia, Ukraine, Belarus and other countries for jobs in the technology industry. Now they are joined by friends fleeing war and repression.","SAN FRANCISCO — Over the past five years, Andrey Doronichev has shared his four-story townhouse with nearly 100 entrepreneurs, investors and other aspiring technologists from countries that were once part of the Soviet Union.","They moved from Russia, Ukraine, Belarus and other countries for jobs in the technology industry. Now they are joined by friends fleeing war and repression.",Russian-Speaking Technologists Rebuild Their Lives in a San Francisco Home,"They moved from Russia, Ukraine, Belarus and other countries for jobs in the technology industry. Now they are joined by friends fleeing war and repression. SAN FRANCISCO — Over the past five years, Andrey Doronichev has shared his four-story townhouse with nearly 100 entrepreneurs, investors and other aspiring technologists from countries that were once part of the Soviet Union. They moved from Russia, Ukraine, Belarus and other countries for jobs in the technology industry. Now they are joined by friends fleeing war and repression. Russian-Speaking Technologists Rebuild Their Lives in a San Francisco Home ",0.1480520907313423,0.3269066145033001,-0.9997791647911072,0.0,0
56,2022-05-20 15:50:25+00:00,"Flush with cash, Facebook, Apple, Amazon, Microsoft and Google are positioned to emerge from a downturn stronger and more powerful. As usual.","SAN FRANCISCO — Apple, Amazon, Microsoft and the parent companies of Facebook and Google have lost $2.7 trillion in value so far this year, about the annual gross domestic product of Britain.","Flush with cash, Facebook, Apple, Amazon, Microsoft and Google are positioned to emerge from a downturn stronger and more powerful. As usual.",Big Tech Is Getting Clobbered on Wall Street. It’s a Good Time for Them.,"Flush with cash, Facebook, Apple, Amazon, Microsoft and Google are positioned to emerge from a downturn stronger and more powerful. As usual. SAN FRANCISCO — Apple, Amazon, Microsoft and the parent companies of Facebook and Google have lost $2.7 trillion in value so far this year, about the annual gross domestic product of Britain. Flush with cash, Facebook, Apple, Amazon, Microsoft and Google are positioned to emerge from a downturn stronger and more powerful. As usual. Big Tech Is Getting Clobbered on Wall Street. It’s a Good Time for Them. ",0.8707808599013824,0.8307349390191912,-0.9746120572090148,-0.9156048893928528,-2
57,2022-05-11 21:56:52+00:00,Artificial intelligence is being woven into an array of the company’s products. But the change — for now — is subtle.,"SAN FRANCISCO — There was a time when Google offered a wondrous vision of the future, with driverless cars, augmented-reality eyewear, unlimited storage of emails and photos, and predictive texts to complete sentences in progress.",Artificial intelligence is being woven into an array of the company’s products. But the change — for now — is subtle.,Google Offers a More Modest Vision of the Future,"Artificial intelligence is being woven into an array of the company’s products. But the change — for now — is subtle. SAN FRANCISCO — There was a time when Google offered a wondrous vision of the future, with driverless cars, augmented-reality eyewear, unlimited storage of emails and photos, and predictive texts to complete sentences in progress. Artificial intelligence is being woven into an array of the company’s products. But the change — for now — is subtle. Google Offers a More Modest Vision of the Future ",0.9023970149006846,0.4751947218888587,-0.9658154845237732,0.0,0
58,2022-05-12 19:45:50+00:00,"The law, prompted by complaints from conservatives, allows people to sue large online platforms that remove posts expressing a particular viewpoint.","A Texas law prohibiting large social media companies from removing political speech became the first of its kind to take effect on Wednesday, posing complicated questions for major web platforms about how to comply with the rules.","The law, prompted by complaints from conservatives, allows people to sue large online platforms that remove posts expressing a particular viewpoint.",Appeals Court Revives Texas Law Targeting Social Media Companies,"The law, prompted by complaints from conservatives, allows people to sue large online platforms that remove posts expressing a particular viewpoint. A Texas law prohibiting large social media companies from removing political speech became the first of its kind to take effect on Wednesday, posing complicated questions for major web platforms about how to comply with the rules. The law, prompted by complaints from conservatives, allows people to sue large online platforms that remove posts expressing a particular viewpoint. Appeals Court Revives Texas Law Targeting Social Media Companies ",0.4182874188432768,0.933869437456912,-0.995860993862152,-0.7122493386268616,-1
59,2022-05-10 20:45:12+00:00,"Leaving room for disagreement is gracious, not timid.","I want to take up a language peeve I hear a lot about: The uptick in (often younger) people prefacing their opinions with “I feel like”: “I feel like it’s a matter of duty,” “I feel like people are ignoring the consequences” and so on.","Leaving room for disagreement is gracious, not timid.","I Think It’s Fine to Say ‘I Feel Like.’ I Reckon Others Do, Too.","Leaving room for disagreement is gracious, not timid. I want to take up a language peeve I hear a lot about: The uptick in (often younger) people prefacing their opinions with “I feel like”: “I feel like it’s a matter of duty,” “I feel like people are ignoring the consequences” and so on. Leaving room for disagreement is gracious, not timid. I Think It’s Fine to Say ‘I Feel Like.’ I Reckon Others Do, Too. ",0.5503487139060252,0.4924966959019768,-0.9954675436019896,0.0,0
60,2022-05-02 09:00:17+00:00,The researchers are considered a key to the company’s future. But they have had a hard time shaking infighting and controversy over a variety of issues.,"Less than two years after Google dismissed two researchers who criticized the biases built into artificial intelligence systems, the company has fired a researcher who questioned a paper it published on the abilities of a specialized type of artificial intelligence used in making computer chips.",The researchers are considered a key to the company’s future. But they have had a hard time shaking infighting and controversy over a variety of issues.,"Another Firing Among Google’s A.I. Brain Trust, and More Discord","The researchers are considered a key to the company’s future. But they have had a hard time shaking infighting and controversy over a variety of issues. Less than two years after Google dismissed two researchers who criticized the biases built into artificial intelligence systems, the company has fired a researcher who questioned a paper it published on the abilities of a specialized type of artificial intelligence used in making computer chips. The researchers are considered a key to the company’s future. But they have had a hard time shaking infighting and controversy over a variety of issues. Another Firing Among Google’s A.I. Brain Trust, and More Discord ",-0.930565658434171,0.672262349607963,-0.9853848814964294,-0.9193288087844849,-2
61,2022-04-26 20:23:26+00:00,The results were below analysts’ expectations for a net profit of $17.33 billion on revenue of $68.05 billion.,Google’s pandemic boom may finally be slowing.,The results were below analysts’ expectations for a net profit of $17.33 billion on revenue of $68.05 billion.,Alphabet’s profit drops 8% as Google’s pandemic boom shows signs of slowing.,The results were below analysts’ expectations for a net profit of $17.33 billion on revenue of $68.05 billion. Google’s pandemic boom may finally be slowing. The results were below analysts’ expectations for a net profit of $17.33 billion on revenue of $68.05 billion. Alphabet’s profit drops 8% as Google’s pandemic boom shows signs of slowing. ,-0.8507386885815396,0.9398614084923492,-0.9986122846603394,-0.9748238921165466,-2
62,2022-04-22 09:00:18+00:00,"The Digital Services Act would force Meta, Google and others to combat misinformation and restrict certain online ads. How European officials will wield it remains to be seen.","The European Union reached a deal on Saturday on landmark legislation that would force Facebook, YouTube and other internet services to combat misinformation, disclose how their services amplify divisive content and stop targeting online ads based on a person’s ethnicity, religion or sexual orientation.","The Digital Services Act would force Meta, Google and others to combat misinformation and restrict certain online ads. How European officials will wield it remains to be seen.",E.U. Takes Aim at Social Media’s Harms With Landmark New Law,"The Digital Services Act would force Meta, Google and others to combat misinformation and restrict certain online ads. How European officials will wield it remains to be seen. The European Union reached a deal on Saturday on landmark legislation that would force Facebook, YouTube and other internet services to combat misinformation, disclose how their services amplify divisive content and stop targeting online ads based on a person’s ethnicity, religion or sexual orientation. The Digital Services Act would force Meta, Google and others to combat misinformation and restrict certain online ads. How European officials will wield it remains to be seen. E.U. Takes Aim at Social Media’s Harms With Landmark New Law ",0.570392857469499,0.5235116280691784,0.994653582572937,0.0,0
63,2022-04-22 09:00:18+00:00,"Federal privacy bills, security legislation and antitrust laws to address the power of the tech giants have all failed to advance in Congress, despite hand wringing and shows of bipartisan support.","In just the last few years, Europe has seen a sweeping law for online privacy take effect, approved far-reaching regulations to curb the dominance of the tech giants and on Saturday reached a deal on new legislation to protect its citizens from harmful online content.","Federal privacy bills, security legislation and antitrust laws to address the power of the tech giants have all failed to advance in Congress, despite hand wringing and shows of bipartisan support.","As Europe Approves New Tech Laws, the U.S. Falls Further Behind","Federal privacy bills, security legislation and antitrust laws to address the power of the tech giants have all failed to advance in Congress, despite hand wringing and shows of bipartisan support. In just the last few years, Europe has seen a sweeping law for online privacy take effect, approved far-reaching regulations to curb the dominance of the tech giants and on Saturday reached a deal on new legislation to protect its citizens from harmful online content. Federal privacy bills, security legislation and antitrust laws to address the power of the tech giants have all failed to advance in Congress, despite hand wringing and shows of bipartisan support. As Europe Approves New Tech Laws, the U.S. Falls Further Behind ",-0.952456174413324,0.1799976656588664,-0.5177447199821472,-0.9555922150611877,-2
64,2022-04-21 22:54:22+00:00,"Tech companies’ power has “turbocharged” political division and requires government scrutiny, former President Barack Obama said at Stanford.","PALO ALTO, Calif. — Former President Barack Obama on Thursday called for greater regulatory oversight of the country’s social media giants, saying their power to curate the information that people consume has “turbocharged” political polarization and threatened the pillars of democracy across the globe.","Tech companies’ power has “turbocharged” political division and requires government scrutiny, former President Barack Obama said at Stanford.",Obama calls for more regulatory oversight of social media giants.,"Tech companies’ power has “turbocharged” political division and requires government scrutiny, former President Barack Obama said at Stanford. PALO ALTO, Calif. — Former President Barack Obama on Thursday called for greater regulatory oversight of the country’s social media giants, saying their power to curate the information that people consume has “turbocharged” political polarization and threatened the pillars of democracy across the globe. Tech companies’ power has “turbocharged” political division and requires government scrutiny, former President Barack Obama said at Stanford. Obama calls for more regulatory oversight of social media giants. ",-0.0023033254286868,0.4608048176761243,-0.8407365679740906,-0.5049104690551758,-1
